"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHN","China (People's Republic of)","MUNICIPAL","Municipal waste generated","1999","1999","TONNE","Tonnes","3","thousands",,,114152,"I","Incomplete data"
"CHN","China (People's Republic of)","MUNICIPAL","Municipal waste generated","2000","2000","TONNE","Tonnes","3","thousands",,,118190,"I","Incomplete data"
"CHN","China (People's Republic of)","MUNICIPAL","Municipal waste generated","2001","2001","TONNE","Tonnes","3","thousands",,,134700,"I","Incomplete data"
"CHN","China (People's Republic of)","MUNICIPAL","Municipal waste generated","2002","2002","TONNE","Tonnes","3","thousands",,,136500,"I","Incomplete data"
"CHN","China (People's Republic of)","MUNICIPAL","Municipal waste generated","2003","2003","TONNE","Tonnes","3","thousands",,,148570,"I","Incomplete data"
"CHN","China (People's Republic of)","MUNICIPAL","Municipal waste generated","2004","2004","TONNE","Tonnes","3","thousands",,,155090,"I","Incomplete data"
"CHN","China (People's Republic of)","MUNICIPAL","Municipal waste generated","2005","2005","TONNE","Tonnes","3","thousands",,,155770,"I","Incomplete data"
"CHN","China (People's Republic of)","MUNICIPAL","Municipal waste generated","2006","2006","TONNE","Tonnes","3","thousands",,,148410,"I","Incomplete data"
"CHN","China (People's Republic of)","MUNICIPAL","Municipal waste generated","2007","2007","TONNE","Tonnes","3","thousands",,,152150,"I","Incomplete data"
"CHN","China (People's Republic of)","MUNICIPAL","Municipal waste generated","2008","2008","TONNE","Tonnes","3","thousands",,,154380,"I","Incomplete data"
"CHN","China (People's Republic of)","MUNICIPAL","Municipal waste generated","2009","2009","TONNE","Tonnes","3","thousands",,,157340,"I","Incomplete data"
"CHN","China (People's Republic of)","MUNICIPAL","Municipal waste generated","2010","2010","TONNE","Tonnes","3","thousands",,,158048,"I","Incomplete data"
"CHN","China (People's Republic of)","MUNICIPAL","Municipal waste generated","2011","2011","TONNE","Tonnes","3","thousands",,,163953,"I","Incomplete data"
"CHN","China (People's Republic of)","MUNICIPAL","Municipal waste generated","2012","2012","TONNE","Tonnes","3","thousands",,,170809,"I","Incomplete data"
"CHN","China (People's Republic of)","TREATMENT","Municipal waste treated","2000","2000","TONNE","Tonnes","3","thousands",,,72550,"I","Incomplete data"
"CHN","China (People's Republic of)","TREATMENT","Municipal waste treated","2001","2001","TONNE","Tonnes","3","thousands",,,78400,"I","Incomplete data"
"CHN","China (People's Republic of)","TREATMENT","Municipal waste treated","2002","2002","TONNE","Tonnes","3","thousands",,,74040,"I","Incomplete data"
"CHN","China (People's Republic of)","TREATMENT","Municipal waste treated","2003","2003","TONNE","Tonnes","3","thousands",,,75450,"I","Incomplete data"
"CHN","China (People's Republic of)","TREATMENT","Municipal waste treated","2004","2004","TONNE","Tonnes","3","thousands",,,80890,"I","Incomplete data"
"CHN","China (People's Republic of)","TREATMENT","Municipal waste treated","2005","2005","TONNE","Tonnes","3","thousands",,,80510,"I","Incomplete data"
"CHN","China (People's Republic of)","TREATMENT","Municipal waste treated","2006","2006","TONNE","Tonnes","3","thousands",,,78730,"I","Incomplete data"
"CHN","China (People's Republic of)","TREATMENT","Municipal waste treated","2007","2007","TONNE","Tonnes","3","thousands",,,94377,"I","Incomplete data"
"CHN","China (People's Republic of)","TREATMENT","Municipal waste treated","2008","2008","TONNE","Tonnes","3","thousands",,,103066,"I","Incomplete data"
"CHN","China (People's Republic of)","TREATMENT","Municipal waste treated","2009","2009","TONNE","Tonnes","3","thousands",,,112323,"I","Incomplete data"
"CHN","China (People's Republic of)","TREATMENT","Municipal waste treated","2010","2010","TONNE","Tonnes","3","thousands",,,123178,"I","Incomplete data"
"CHN","China (People's Republic of)","TREATMENT","Municipal waste treated","2011","2011","TONNE","Tonnes","3","thousands",,,130896,"I","Incomplete data"
"CHN","China (People's Republic of)","TREATMENT","Municipal waste treated","2012","2012","TONNE","Tonnes","3","thousands",,,144895,"I","Incomplete data"
"CHN","China (People's Republic of)","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","thousands",,,6932,"I","Incomplete data"
"CHN","China (People's Republic of)","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","thousands",,,5170,"I","Incomplete data"
"CHN","China (People's Republic of)","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","thousands",,,7168,"I","Incomplete data"
"CHN","China (People's Republic of)","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","thousands",,,7300,"I","Incomplete data"
"CHN","China (People's Republic of)","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","thousands",,,3454,"I","Incomplete data"
"CHN","China (People's Republic of)","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","thousands",,,2882,"I","Incomplete data"
"CHN","China (People's Republic of)","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","thousands",,,2500,"I","Incomplete data"
"CHN","China (People's Republic of)","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","thousands",,,1740,"I","Incomplete data"
"CHN","China (People's Republic of)","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","thousands",,,1788,"I","Incomplete data"
"CHN","China (People's Republic of)","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","thousands",,,1808,"I","Incomplete data"
"CHN","China (People's Republic of)","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","thousands",,,0,"I","Incomplete data"
"CHN","China (People's Republic of)","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","thousands",,,0,"I","Incomplete data"
"CHN","China (People's Republic of)","COMPOST","Composting","2001","2001","TONNE","Tonnes","3","thousands",,,6932,"I","Incomplete data"
"CHN","China (People's Republic of)","COMPOST","Composting","2002","2002","TONNE","Tonnes","3","thousands",,,5170,"I","Incomplete data"
"CHN","China (People's Republic of)","COMPOST","Composting","2003","2003","TONNE","Tonnes","3","thousands",,,7168,"I","Incomplete data"
"CHN","China (People's Republic of)","COMPOST","Composting","2004","2004","TONNE","Tonnes","3","thousands",,,7300,"I","Incomplete data"
"CHN","China (People's Republic of)","COMPOST","Composting","2005","2005","TONNE","Tonnes","3","thousands",,,3454,"I","Incomplete data"
"CHN","China (People's Republic of)","COMPOST","Composting","2006","2006","TONNE","Tonnes","3","thousands",,,2882,"I","Incomplete data"
"CHN","China (People's Republic of)","COMPOST","Composting","2007","2007","TONNE","Tonnes","3","thousands",,,2500,"I","Incomplete data"
"CHN","China (People's Republic of)","COMPOST","Composting","2008","2008","TONNE","Tonnes","3","thousands",,,1740,"I","Incomplete data"
"CHN","China (People's Republic of)","COMPOST","Composting","2009","2009","TONNE","Tonnes","3","thousands",,,1788,"I","Incomplete data"
"CHN","China (People's Republic of)","COMPOST","Composting","2010","2010","TONNE","Tonnes","3","thousands",,,1808,"I","Incomplete data"
"CHN","China (People's Republic of)","DISPOSAL","Disposal operations","2001","2001","TONNE","Tonnes","3","thousands",,,71467,"I","Incomplete data"
"CHN","China (People's Republic of)","DISPOSAL","Disposal operations","2002","2002","TONNE","Tonnes","3","thousands",,,68873,"I","Incomplete data"
"CHN","China (People's Republic of)","DISPOSAL","Disposal operations","2003","2003","TONNE","Tonnes","3","thousands",,,67739,"I","Incomplete data"
"CHN","China (People's Republic of)","DISPOSAL","Disposal operations","2004","2004","TONNE","Tonnes","3","thousands",,,73379,"I","Incomplete data"
"CHN","China (People's Republic of)","DISPOSAL","Disposal operations","2005","2005","TONNE","Tonnes","3","thousands",,,76481,"I","Incomplete data"
"CHN","China (People's Republic of)","DISPOSAL","Disposal operations","2006","2006","TONNE","Tonnes","3","thousands",,,75458,"I","Incomplete data"
"CHN","China (People's Republic of)","DISPOSAL","Disposal operations","2007","2007","TONNE","Tonnes","3","thousands",,,90678,"I","Incomplete data"
"CHN","China (People's Republic of)","DISPOSAL","Disposal operations","2008","2008","TONNE","Tonnes","3","thousands",,,99937,"I","Incomplete data"
"CHN","China (People's Republic of)","DISPOSAL","Disposal operations","2009","2009","TONNE","Tonnes","3","thousands",,,109206,"I","Incomplete data"
"CHN","China (People's Republic of)","DISPOSAL","Disposal operations","2010","2010","TONNE","Tonnes","3","thousands",,,119150,"I","Incomplete data"
"CHN","China (People's Republic of)","DISPOSAL","Disposal operations","2011","2011","TONNE","Tonnes","3","thousands",,,130896,"I","Incomplete data"
"CHN","China (People's Republic of)","DISPOSAL","Disposal operations","2012","2012","TONNE","Tonnes","3","thousands",,,144896,"I","Incomplete data"
"CHN","China (People's Republic of)","INCINERATION_WITHOUT","Incineration without energy recovery","2001","2001","TONNE","Tonnes","3","thousands",,,1702,,
"CHN","China (People's Republic of)","INCINERATION_WITHOUT","Incineration without energy recovery","2002","2002","TONNE","Tonnes","3","thousands",,,2753,,
"CHN","China (People's Republic of)","INCINERATION_WITHOUT","Incineration without energy recovery","2003","2003","TONNE","Tonnes","3","thousands",,,3699,,
"CHN","China (People's Republic of)","INCINERATION_WITHOUT","Incineration without energy recovery","2004","2004","TONNE","Tonnes","3","thousands",,,4490,,
"CHN","China (People's Republic of)","INCINERATION_WITHOUT","Incineration without energy recovery","2005","2005","TONNE","Tonnes","3","thousands",,,7910,,
"CHN","China (People's Republic of)","INCINERATION_WITHOUT","Incineration without energy recovery","2006","2006","TONNE","Tonnes","3","thousands",,,11376,,
"CHN","China (People's Republic of)","INCINERATION_WITHOUT","Incineration without energy recovery","2007","2007","TONNE","Tonnes","3","thousands",,,14351,,
"CHN","China (People's Republic of)","INCINERATION_WITHOUT","Incineration without energy recovery","2008","2008","TONNE","Tonnes","3","thousands",,,15697,,
"CHN","China (People's Republic of)","INCINERATION_WITHOUT","Incineration without energy recovery","2009","2009","TONNE","Tonnes","3","thousands",,,20220,,
"CHN","China (People's Republic of)","INCINERATION_WITHOUT","Incineration without energy recovery","2010","2010","TONNE","Tonnes","3","thousands",,,23167,,
"CHN","China (People's Republic of)","INCINERATION_WITHOUT","Incineration without energy recovery","2011","2011","TONNE","Tonnes","3","thousands",,,25993,,
"CHN","China (People's Republic of)","INCINERATION_WITHOUT","Incineration without energy recovery","2012","2012","TONNE","Tonnes","3","thousands",,,35841,,
"CHN","China (People's Republic of)","LANDFILL","Landfill","2001","2001","TONNE","Tonnes","3","thousands",,,69765,"I","Incomplete data"
"CHN","China (People's Republic of)","LANDFILL","Landfill","2002","2002","TONNE","Tonnes","3","thousands",,,66120,"I","Incomplete data"
"CHN","China (People's Republic of)","LANDFILL","Landfill","2003","2003","TONNE","Tonnes","3","thousands",,,64040,"I","Incomplete data"
"CHN","China (People's Republic of)","LANDFILL","Landfill","2004","2004","TONNE","Tonnes","3","thousands",,,68889,"I","Incomplete data"
"CHN","China (People's Republic of)","LANDFILL","Landfill","2005","2005","TONNE","Tonnes","3","thousands",,,68571,"I","Incomplete data"
"CHN","China (People's Republic of)","LANDFILL","Landfill","2006","2006","TONNE","Tonnes","3","thousands",,,64082,"I","Incomplete data"
"CHN","China (People's Republic of)","LANDFILL","Landfill","2007","2007","TONNE","Tonnes","3","thousands",,,76327,"I","Incomplete data"
"CHN","China (People's Republic of)","LANDFILL","Landfill","2008","2008","TONNE","Tonnes","3","thousands",,,84240,"I","Incomplete data"
"CHN","China (People's Republic of)","LANDFILL","Landfill","2009","2009","TONNE","Tonnes","3","thousands",,,88986,"I","Incomplete data"
"CHN","China (People's Republic of)","LANDFILL","Landfill","2010","2010","TONNE","Tonnes","3","thousands",,,95983,"I","Incomplete data"
"CHN","China (People's Republic of)","LANDFILL","Landfill","2011","2011","TONNE","Tonnes","3","thousands",,,100637,"I","Incomplete data"
"CHN","China (People's Republic of)","LANDFILL","Landfill","2012","2012","TONNE","Tonnes","3","thousands",,,105125,"I","Incomplete data"
"CHN","China (People's Republic of)","INCINERATION","Total Incineration","2001","2001","TONNE","Tonnes","3","thousands",,,1702,"I","Incomplete data"
"CHN","China (People's Republic of)","INCINERATION","Total Incineration","2002","2002","TONNE","Tonnes","3","thousands",,,2753,"I","Incomplete data"
"CHN","China (People's Republic of)","INCINERATION","Total Incineration","2003","2003","TONNE","Tonnes","3","thousands",,,3699,"I","Incomplete data"
"CHN","China (People's Republic of)","INCINERATION","Total Incineration","2004","2004","TONNE","Tonnes","3","thousands",,,4490,"I","Incomplete data"
"CHN","China (People's Republic of)","INCINERATION","Total Incineration","2005","2005","TONNE","Tonnes","3","thousands",,,7910,"I","Incomplete data"
"CHN","China (People's Republic of)","INCINERATION","Total Incineration","2006","2006","TONNE","Tonnes","3","thousands",,,11376,"I","Incomplete data"
"CHN","China (People's Republic of)","INCINERATION","Total Incineration","2007","2007","TONNE","Tonnes","3","thousands",,,14351,"I","Incomplete data"
"CHN","China (People's Republic of)","INCINERATION","Total Incineration","2008","2008","TONNE","Tonnes","3","thousands",,,15697,"I","Incomplete data"
"CHN","China (People's Republic of)","INCINERATION","Total Incineration","2009","2009","TONNE","Tonnes","3","thousands",,,20220,"I","Incomplete data"
"CHN","China (People's Republic of)","INCINERATION","Total Incineration","2010","2010","TONNE","Tonnes","3","thousands",,,23167,"I","Incomplete data"
"CHN","China (People's Republic of)","INCINERATION","Total Incineration","2011","2011","TONNE","Tonnes","3","thousands",,,25993,"I","Incomplete data"
"CHN","China (People's Republic of)","INCINERATION","Total Incineration","2012","2012","TONNE","Tonnes","3","thousands",,,35841,"I","Incomplete data"
"CHN","China (People's Republic of)","COMPST_SHARE","% Composting","2001","2001","PC","Percentage","0","units",,,8.842,,
"CHN","China (People's Republic of)","COMPST_SHARE","% Composting","2002","2002","PC","Percentage","0","units",,,6.982,,
"CHN","China (People's Republic of)","COMPST_SHARE","% Composting","2003","2003","PC","Percentage","0","units",,,9.569,,
"CHN","China (People's Republic of)","COMPST_SHARE","% Composting","2004","2004","PC","Percentage","0","units",,,9.048,,
"CHN","China (People's Republic of)","COMPST_SHARE","% Composting","2005","2005","PC","Percentage","0","units",,,4.321,,
"CHN","China (People's Republic of)","COMPST_SHARE","% Composting","2006","2006","PC","Percentage","0","units",,,3.679,,
"CHN","China (People's Republic of)","COMPST_SHARE","% Composting","2007","2007","PC","Percentage","0","units",,,2.683,,
"CHN","China (People's Republic of)","COMPST_SHARE","% Composting","2008","2008","PC","Percentage","0","units",,,1.711,,
"CHN","China (People's Republic of)","COMPST_SHARE","% Composting","2009","2009","PC","Percentage","0","units",,,1.611,,
"CHN","China (People's Republic of)","INC_WITHOUT_SHARE","% Incineration without energy recovery","2001","2001","PC","Percentage","0","units",,,2.171,,
"CHN","China (People's Republic of)","INC_WITHOUT_SHARE","% Incineration without energy recovery","2002","2002","PC","Percentage","0","units",,,3.718,,
"CHN","China (People's Republic of)","INC_WITHOUT_SHARE","% Incineration without energy recovery","2003","2003","PC","Percentage","0","units",,,4.938,,
"CHN","China (People's Republic of)","INC_WITHOUT_SHARE","% Incineration without energy recovery","2004","2004","PC","Percentage","0","units",,,5.565,,
"CHN","China (People's Republic of)","INC_WITHOUT_SHARE","% Incineration without energy recovery","2005","2005","PC","Percentage","0","units",,,9.896,,
"CHN","China (People's Republic of)","INC_WITHOUT_SHARE","% Incineration without energy recovery","2006","2006","PC","Percentage","0","units",,,14.521,,
"CHN","China (People's Republic of)","INC_WITHOUT_SHARE","% Incineration without energy recovery","2007","2007","PC","Percentage","0","units",,,15.402,,
"CHN","China (People's Republic of)","INC_WITHOUT_SHARE","% Incineration without energy recovery","2008","2008","PC","Percentage","0","units",,,15.438,,
"CHN","China (People's Republic of)","INC_WITHOUT_SHARE","% Incineration without energy recovery","2009","2009","PC","Percentage","0","units",,,18.217,,
"CHN","China (People's Republic of)","INC_SHARE","% Incineration","2001","2001","PC","Percentage","0","units",,,2.171,,
"CHN","China (People's Republic of)","INC_SHARE","% Incineration","2002","2002","PC","Percentage","0","units",,,3.718,,
"CHN","China (People's Republic of)","INC_SHARE","% Incineration","2003","2003","PC","Percentage","0","units",,,4.938,,
"CHN","China (People's Republic of)","INC_SHARE","% Incineration","2004","2004","PC","Percentage","0","units",,,5.565,,
"CHN","China (People's Republic of)","INC_SHARE","% Incineration","2005","2005","PC","Percentage","0","units",,,9.896,,
"CHN","China (People's Republic of)","INC_SHARE","% Incineration","2006","2006","PC","Percentage","0","units",,,14.521,,
"CHN","China (People's Republic of)","INC_SHARE","% Incineration","2007","2007","PC","Percentage","0","units",,,15.402,,
"CHN","China (People's Republic of)","INC_SHARE","% Incineration","2008","2008","PC","Percentage","0","units",,,15.438,,
"CHN","China (People's Republic of)","INC_SHARE","% Incineration","2009","2009","PC","Percentage","0","units",,,18.217,,
"CHN","China (People's Republic of)","LANDF_SHARE","% Landfill","2001","2001","PC","Percentage","0","units",,,88.987,,
"CHN","China (People's Republic of)","LANDF_SHARE","% Landfill","2002","2002","PC","Percentage","0","units",,,89.299,,
"CHN","China (People's Republic of)","LANDF_SHARE","% Landfill","2003","2003","PC","Percentage","0","units",,,85.493,,
"CHN","China (People's Republic of)","LANDF_SHARE","% Landfill","2004","2004","PC","Percentage","0","units",,,85.387,,
"CHN","China (People's Republic of)","LANDF_SHARE","% Landfill","2005","2005","PC","Percentage","0","units",,,85.783,,
"CHN","China (People's Republic of)","LANDF_SHARE","% Landfill","2006","2006","PC","Percentage","0","units",,,81.8,,
"CHN","China (People's Republic of)","LANDF_SHARE","% Landfill","2007","2007","PC","Percentage","0","units",,,81.915,,
"CHN","China (People's Republic of)","LANDF_SHARE","% Landfill","2008","2008","PC","Percentage","0","units",,,82.851,,
"CHN","China (People's Republic of)","LANDF_SHARE","% Landfill","2009","2009","PC","Percentage","0","units",,,80.172,,
"EST","Estonia","MUNICIPAL","Municipal waste generated","1995","1995","TONNE","Tonnes","3","thousands",,,533,,
"EST","Estonia","MUNICIPAL","Municipal waste generated","1996","1996","TONNE","Tonnes","3","thousands",,,565,,
"EST","Estonia","MUNICIPAL","Municipal waste generated","1997","1997","TONNE","Tonnes","3","thousands",,,593,,
"EST","Estonia","MUNICIPAL","Municipal waste generated","1998","1998","TONNE","Tonnes","3","thousands",,,557,,
"EST","Estonia","MUNICIPAL","Municipal waste generated","1999","1999","TONNE","Tonnes","3","thousands",,,569,,
"EST","Estonia","MUNICIPAL","Municipal waste generated","2000","2000","TONNE","Tonnes","3","thousands",,,633,"B","Break"
"EST","Estonia","MUNICIPAL","Municipal waste generated","2001","2001","TONNE","Tonnes","3","thousands",,,508.53,"B","Break"
"EST","Estonia","MUNICIPAL","Municipal waste generated","2002","2002","TONNE","Tonnes","3","thousands",,,553.24,,
"EST","Estonia","MUNICIPAL","Municipal waste generated","2003","2003","TONNE","Tonnes","3","thousands",,,566.8,,
"EST","Estonia","MUNICIPAL","Municipal waste generated","2004","2004","TONNE","Tonnes","3","thousands",,,606.2,,
"EST","Estonia","MUNICIPAL","Municipal waste generated","2005","2005","TONNE","Tonnes","3","thousands",,,587.19,"B; I","Break; Incomplete data"
"EST","Estonia","MUNICIPAL","Municipal waste generated","2006","2006","TONNE","Tonnes","3","thousands",,,536,"I","Incomplete data"
"EST","Estonia","MUNICIPAL","Municipal waste generated","2007","2007","TONNE","Tonnes","3","thousands",,,602,"I","Incomplete data"
"EST","Estonia","MUNICIPAL","Municipal waste generated","2008","2008","TONNE","Tonnes","3","thousands",,,524,"I","Incomplete data"
"EST","Estonia","MUNICIPAL","Municipal waste generated","2009","2009","TONNE","Tonnes","3","thousands",,,452,"I","Incomplete data"
"EST","Estonia","MUNICIPAL","Municipal waste generated","2010","2010","TONNE","Tonnes","3","thousands",,,406,"I","Incomplete data"
"EST","Estonia","MUNICIPAL","Municipal waste generated","2011","2011","TONNE","Tonnes","3","thousands",,,399,"I","Incomplete data"
"EST","Estonia","MUNICIPAL","Municipal waste generated","2012","2012","TONNE","Tonnes","3","thousands",,,371,"I","Incomplete data"
"EST","Estonia","MUNICIPAL","Municipal waste generated","2013","2013","TONNE","Tonnes","3","thousands",,,386.29,"I","Incomplete data"
"EST","Estonia","MUNICIPAL","Municipal waste generated","2014","2014","TONNE","Tonnes","3","thousands",,,469.55,"B","Break"
"EST","Estonia","HOUSEHOLD","Waste from households","2004","2004","TONNE","Tonnes","3","thousands",,,210.84,,
"EST","Estonia","HOUSEHOLD","Waste from households","2005","2005","TONNE","Tonnes","3","thousands",,,186.73,,
"EST","Estonia","HOUSEHOLD","Waste from households","2006","2006","TONNE","Tonnes","3","thousands",,,186.66,,
"EST","Estonia","HOUSEHOLD","Waste from households","2007","2007","TONNE","Tonnes","3","thousands",,,219.9,,
"EST","Estonia","HOUSEHOLD","Waste from households","2008","2008","TONNE","Tonnes","3","thousands",,,223.71,,
"EST","Estonia","HOUSEHOLD","Waste from households","2009","2009","TONNE","Tonnes","3","thousands",,,208.44,,
"EST","Estonia","HOUSEHOLD","Waste from households","2010","2010","TONNE","Tonnes","3","thousands",,,203.01,,
"EST","Estonia","HOUSEHOLD","Waste from households","2011","2011","TONNE","Tonnes","3","thousands",,,204.27,,
"EST","Estonia","HOUSEHOLD","Waste from households","2012","2012","TONNE","Tonnes","3","thousands",,,201.49,,
"EST","Estonia","HOUSEHOLD","Waste from households","2013","2013","TONNE","Tonnes","3","thousands",,,176.18,,
"EST","Estonia","HOUSEHOLD","Waste from households","2014","2014","TONNE","Tonnes","3","thousands",,,194,,
"EST","Estonia","OTHMUN","Other municipal waste","2004","2004","TONNE","Tonnes","3","thousands",,,395.36,,
"EST","Estonia","OTHMUN","Other municipal waste","2005","2005","TONNE","Tonnes","3","thousands",,,400.46,,
"EST","Estonia","OTHMUN","Other municipal waste","2006","2006","TONNE","Tonnes","3","thousands",,,349.34,,
"EST","Estonia","OTHMUN","Other municipal waste","2007","2007","TONNE","Tonnes","3","thousands",,,382.1,,
"EST","Estonia","OTHMUN","Other municipal waste","2008","2008","TONNE","Tonnes","3","thousands",,,300.29,,
"EST","Estonia","OTHMUN","Other municipal waste","2009","2009","TONNE","Tonnes","3","thousands",,,243.56,,
"EST","Estonia","OTHMUN","Other municipal waste","2010","2010","TONNE","Tonnes","3","thousands",,,202.99,,
"EST","Estonia","OTHMUN","Other municipal waste","2011","2011","TONNE","Tonnes","3","thousands",,,194.73,,
"EST","Estonia","OTHMUN","Other municipal waste","2012","2012","TONNE","Tonnes","3","thousands",,,169.51,,
"EST","Estonia","OTHMUN","Other municipal waste","2013","2013","TONNE","Tonnes","3","thousands",,,210.12,,
"EST","Estonia","OTHMUN","Other municipal waste","2014","2014","TONNE","Tonnes","3","thousands",,,275.55,,
"EST","Estonia","TREATMENT","Municipal waste treated","1995","1995","TONNE","Tonnes","3","thousands",,,532,,
"EST","Estonia","TREATMENT","Municipal waste treated","1996","1996","TONNE","Tonnes","3","thousands",,,565,,
"EST","Estonia","TREATMENT","Municipal waste treated","1997","1997","TONNE","Tonnes","3","thousands",,,593,,
"EST","Estonia","TREATMENT","Municipal waste treated","1998","1998","TONNE","Tonnes","3","thousands",,,557.16,,
"EST","Estonia","TREATMENT","Municipal waste treated","1999","1999","TONNE","Tonnes","3","thousands",,,568.69,,
"EST","Estonia","TREATMENT","Municipal waste treated","2000","2000","TONNE","Tonnes","3","thousands",,,615.51,"B","Break"
"EST","Estonia","TREATMENT","Municipal waste treated","2001","2001","TONNE","Tonnes","3","thousands",,,429.82,"B","Break"
"EST","Estonia","TREATMENT","Municipal waste treated","2002","2002","TONNE","Tonnes","3","thousands",,,434.28,,
"EST","Estonia","TREATMENT","Municipal waste treated","2003","2003","TONNE","Tonnes","3","thousands",,,456.22,,
"EST","Estonia","TREATMENT","Municipal waste treated","2004","2004","TONNE","Tonnes","3","thousands",,,533.62,,
"EST","Estonia","TREATMENT","Municipal waste treated","2005","2005","TONNE","Tonnes","3","thousands",,,502.47,,
"EST","Estonia","TREATMENT","Municipal waste treated","2006","2006","TONNE","Tonnes","3","thousands",,,467.39,,
"EST","Estonia","TREATMENT","Municipal waste treated","2007","2007","TONNE","Tonnes","3","thousands",,,530.85,,
"EST","Estonia","TREATMENT","Municipal waste treated","2008","2008","TONNE","Tonnes","3","thousands",,,439.52,,
"EST","Estonia","TREATMENT","Municipal waste treated","2009","2009","TONNE","Tonnes","3","thousands",,,382.58,,
"EST","Estonia","TREATMENT","Municipal waste treated","2010","2010","TONNE","Tonnes","3","thousands",,,340.28,,
"EST","Estonia","TREATMENT","Municipal waste treated","2011","2011","TONNE","Tonnes","3","thousands",,,343.89,,
"EST","Estonia","TREATMENT","Municipal waste treated","2012","2012","TONNE","Tonnes","3","thousands",,,284.25,"B","Break"
"EST","Estonia","TREATMENT","Municipal waste treated","2013","2013","TONNE","Tonnes","3","thousands",,,355.66,,
"EST","Estonia","TREATMENT","Municipal waste treated","2014","2014","TONNE","Tonnes","3","thousands",,,426.74,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","1995","1995","TONNE","Tonnes","3","thousands",,,3,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","1996","1996","TONNE","Tonnes","3","thousands",,,1,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","1997","1997","TONNE","Tonnes","3","thousands",,,1,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","1998","1998","TONNE","Tonnes","3","thousands",,,1.14,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","1999","1999","TONNE","Tonnes","3","thousands",,,0.07,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","2000","2000","TONNE","Tonnes","3","thousands",,,14.44,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","2001","2001","TONNE","Tonnes","3","thousands",,,26.86,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","2002","2002","TONNE","Tonnes","3","thousands",,,15.02,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","2003","2003","TONNE","Tonnes","3","thousands",,,84.91,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","2004","2004","TONNE","Tonnes","3","thousands",,,150.61,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","2005","2005","TONNE","Tonnes","3","thousands",,,132.87,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","2006","2006","TONNE","Tonnes","3","thousands",,,93.34,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","2007","2007","TONNE","Tonnes","3","thousands",,,140.73,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","2008","2008","TONNE","Tonnes","3","thousands",,,106.52,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","2009","2009","TONNE","Tonnes","3","thousands",,,95.58,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","2010","2010","TONNE","Tonnes","3","thousands",,,73.284,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","2011","2011","TONNE","Tonnes","3","thousands",,,100.49,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","2012","2012","TONNE","Tonnes","3","thousands",,,155.25,"B","Break"
"EST","Estonia","RECOVERY","Amount designated for recovery operations","2013","2013","TONNE","Tonnes","3","thousands",,,302.93,,
"EST","Estonia","RECOVERY","Amount designated for recovery operations","2014","2014","TONNE","Tonnes","3","thousands",,,396.41,,
"EST","Estonia","RECYCLING","Recycling","1995","1995","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","RECYCLING","Recycling","1996","1996","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","RECYCLING","Recycling","1997","1997","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","RECYCLING","Recycling","1998","1998","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","RECYCLING","Recycling","1999","1999","TONNE","Tonnes","3","thousands",,,0,,
"EST","Estonia","RECYCLING","Recycling","2000","2000","TONNE","Tonnes","3","thousands",,,12.8,,
