"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"KOR","Korea","INCINERATION_WITHOUT","Incineration without energy recovery","2009","2009","TONNE","Tonnes","3","thousands",,,323,,
"KOR","Korea","INCINERATION_WITHOUT","Incineration without energy recovery","2010","2010","TONNE","Tonnes","3","thousands",,,77,,
"KOR","Korea","INCINERATION_WITHOUT","Incineration without energy recovery","2011","2011","TONNE","Tonnes","3","thousands",,,272,,
"KOR","Korea","INCINERATION_WITHOUT","Incineration without energy recovery","2012","2012","TONNE","Tonnes","3","thousands",,,138,,
"KOR","Korea","INCINERATION_WITHOUT","Incineration without energy recovery","2013","2013","TONNE","Tonnes","3","thousands",,,301,,
"KOR","Korea","LANDFILL","Landfill","1990","1990","TONNE","Tonnes","3","thousands",,,28677.69,,
"KOR","Korea","LANDFILL","Landfill","1991","1991","TONNE","Tonnes","3","thousands",,,30646.5,,
"KOR","Korea","LANDFILL","Landfill","1992","1992","TONNE","Tonnes","3","thousands",,,24838.98,"B","Break"
"KOR","Korea","LANDFILL","Landfill","1993","1993","TONNE","Tonnes","3","thousands",,,19792.86,,
"KOR","Korea","LANDFILL","Landfill","1994","1994","TONNE","Tonnes","3","thousands",,,17215.59,,
"KOR","Korea","LANDFILL","Landfill","1995","1995","TONNE","Tonnes","3","thousands",,,12609,,
"KOR","Korea","LANDFILL","Landfill","1996","1996","TONNE","Tonnes","3","thousands",,,12452.34,,
"KOR","Korea","LANDFILL","Landfill","1997","1997","TONNE","Tonnes","3","thousands",,,11161.34,,
"KOR","Korea","LANDFILL","Landfill","1998","1998","TONNE","Tonnes","3","thousands",,,9152,,
"KOR","Korea","LANDFILL","Landfill","1999","1999","TONNE","Tonnes","3","thousands",,,8593.93,,
"KOR","Korea","LANDFILL","Landfill","2000","2000","TONNE","Tonnes","3","thousands",,,7968,,
"KOR","Korea","LANDFILL","Landfill","2001","2001","TONNE","Tonnes","3","thousands",,,7665,,
"KOR","Korea","LANDFILL","Landfill","2002","2002","TONNE","Tonnes","3","thousands",,,7564,,
"KOR","Korea","LANDFILL","Landfill","2003","2003","TONNE","Tonnes","3","thousands",,,7464.25,,
"KOR","Korea","LANDFILL","Landfill","2004","2004","TONNE","Tonnes","3","thousands",,,6641,,
"KOR","Korea","LANDFILL","Landfill","2005","2005","TONNE","Tonnes","3","thousands",,,4892,,
"KOR","Korea","LANDFILL","Landfill","2008","2008","TONNE","Tonnes","3","thousands",,,3864,,
"KOR","Korea","LANDFILL","Landfill","2009","2009","TONNE","Tonnes","3","thousands",,,3457,,
"KOR","Korea","LANDFILL","Landfill","2010","2010","TONNE","Tonnes","3","thousands",,,3211,,
"KOR","Korea","LANDFILL","Landfill","2011","2011","TONNE","Tonnes","3","thousands",,,3063,,
"KOR","Korea","LANDFILL","Landfill","2012","2012","TONNE","Tonnes","3","thousands",,,2839,,
"KOR","Korea","LANDFILL","Landfill","2013","2013","TONNE","Tonnes","3","thousands",,,2779,,
"KOR","Korea","INCINERATION","Total Incineration","1990","1990","TONNE","Tonnes","3","thousands",,,544.95,,
"KOR","Korea","INCINERATION","Total Incineration","1991","1991","TONNE","Tonnes","3","thousands",,,546.62,,
"KOR","Korea","INCINERATION","Total Incineration","1992","1992","TONNE","Tonnes","3","thousands",,,413.18,"B","Break"
"KOR","Korea","INCINERATION","Total Incineration","1993","1993","TONNE","Tonnes","3","thousands",,,540.2,,
"KOR","Korea","INCINERATION","Total Incineration","1994","1994","TONNE","Tonnes","3","thousands",,,739.13,,
"KOR","Korea","INCINERATION","Total Incineration","1995","1995","TONNE","Tonnes","3","thousands",,,702,,
"KOR","Korea","INCINERATION","Total Incineration","1996","1996","TONNE","Tonnes","3","thousands",,,994.63,,
"KOR","Korea","INCINERATION","Total Incineration","1997","1997","TONNE","Tonnes","3","thousands",,,1244.29,,
"KOR","Korea","INCINERATION","Total Incineration","1998","1998","TONNE","Tonnes","3","thousands",,,1439,,
"KOR","Korea","INCINERATION","Total Incineration","1999","1999","TONNE","Tonnes","3","thousands",,,1706.38,,
"KOR","Korea","INCINERATION","Total Incineration","2000","2000","TONNE","Tonnes","3","thousands",,,1986,,
"KOR","Korea","INCINERATION","Total Incineration","2001","2001","TONNE","Tonnes","3","thousands",,,2400.61,,
"KOR","Korea","INCINERATION","Total Incineration","2002","2002","TONNE","Tonnes","3","thousands",,,2639,,
"KOR","Korea","INCINERATION","Total Incineration","2003","2003","TONNE","Tonnes","3","thousands",,,2682.02,,
"KOR","Korea","INCINERATION","Total Incineration","2004","2004","TONNE","Tonnes","3","thousands",,,2637,,
"KOR","Korea","INCINERATION","Total Incineration","2005","2005","TONNE","Tonnes","3","thousands",,,2830,,
"KOR","Korea","INCINERATION","Total Incineration","2008","2008","TONNE","Tonnes","3","thousands",,,3777,,
"KOR","Korea","INCINERATION","Total Incineration","2009","2009","TONNE","Tonnes","3","thousands",,,3763,,
"KOR","Korea","INCINERATION","Total Incineration","2010","2010","TONNE","Tonnes","3","thousands",,,3873,,
"KOR","Korea","INCINERATION","Total Incineration","2011","2011","TONNE","Tonnes","3","thousands",,,4236,,
"KOR","Korea","INCINERATION","Total Incineration","2012","2012","TONNE","Tonnes","3","thousands",,,4475,,
"KOR","Korea","INCINERATION","Total Incineration","2013","2013","TONNE","Tonnes","3","thousands",,,4501,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","1990","1990","IDX","Index","0","units","1990_100","1990=100",100,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","1991","1991","IDX","Index","0","units","1990_100","1990=100",109.867,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","1992","1992","IDX","Index","0","units","1990_100","1990=100",89.44,"B","Break"
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","1993","1993","IDX","Index","0","units","1990_100","1990=100",74.963,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","1994","1994","IDX","Index","0","units","1990_100","1990=100",69.22,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","1995","1995","IDX","Index","0","units","1990_100","1990=100",56.901,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","1996","1996","IDX","Index","0","units","1990_100","1990=100",59.461,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","1997","1997","IDX","Index","0","units","1990_100","1990=100",57.044,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","1998","1998","IDX","Index","0","units","1990_100","1990=100",53.099,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","1999","1999","IDX","Index","0","units","1990_100","1990=100",54.327,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","2000","2000","IDX","Index","0","units","1990_100","1990=100",55.309,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","2001","2001","IDX","Index","0","units","1990_100","1990=100",57.763,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","2002","2002","IDX","Index","0","units","1990_100","1990=100",59.434,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","2003","2003","IDX","Index","0","units","1990_100","1990=100",60.428,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","2004","2004","IDX","Index","0","units","1990_100","1990=100",59.557,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","2005","2005","IDX","Index","0","units","1990_100","1990=100",57.642,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","2006","2006","IDX","Index","0","units","1990_100","1990=100",58.174,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","2007","2007","IDX","Index","0","units","1990_100","1990=100",59.962,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","2008","2008","IDX","Index","0","units","1990_100","1990=100",62.018,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","2009","2009","IDX","Index","0","units","1990_100","1990=100",60.631,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","2010","2010","IDX","Index","0","units","1990_100","1990=100",58.549,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","2011","2011","IDX","Index","0","units","1990_100","1990=100",58.281,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","2012","2012","IDX","Index","0","units","1990_100","1990=100",58.347,,
"KOR","Korea","MW_INDEX","Municipal waste generated, Index","2013","2013","IDX","Index","0","units","1990_100","1990=100",58.037,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1990","1990","PC","Percentage","0","units",,,4.645,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1991","1991","PC","Percentage","0","units",,,7.356,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1992","1992","PC","Percentage","0","units",,,7.873,"B","Break"
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1993","1993","PC","Percentage","0","units",,,11.492,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1994","1994","PC","Percentage","0","units",,,15.36,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1995","1995","PC","Percentage","0","units",,,23.667,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1996","1996","PC","Percentage","0","units",,,26.207,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1997","1997","PC","Percentage","0","units",,,29.036,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1998","1998","PC","Percentage","0","units",,,34.917,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","1999","1999","PC","Percentage","0","units",,,38.133,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2000","2000","PC","Percentage","0","units",,,41.274,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2001","2001","PC","Percentage","0","units",,,43.139,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2002","2002","PC","Percentage","0","units",,,43.983,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2003","2003","PC","Percentage","0","units",,,45.211,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2004","2004","PC","Percentage","0","units",,,49.17,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2005","2005","PC","Percentage","0","units",,,56.289,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2008","2008","PC","Percentage","0","units",,,59.797,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2009","2009","PC","Percentage","0","units",,,61.143,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2010","2010","PC","Percentage","0","units",,,60.519,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2011","2011","PC","Percentage","0","units",,,59.134,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2012","2012","PC","Percentage","0","units",,,59.096,,
"KOR","Korea","MAT_RECOV_SHARE","% Material recovery (Recycling + Composting)","2013","2013","PC","Percentage","0","units",,,59.069,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","1990","1990","PC","Percentage","0","units",,,4.645,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","1991","1991","PC","Percentage","0","units",,,7.356,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","1992","1992","PC","Percentage","0","units",,,7.873,"B","Break"
"KOR","Korea","RECYCLING_SHARE","% Recycling","1993","1993","PC","Percentage","0","units",,,11.492,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","1994","1994","PC","Percentage","0","units",,,15.36,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","1995","1995","PC","Percentage","0","units",,,23.007,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","1996","1996","PC","Percentage","0","units",,,26.207,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","1997","1997","PC","Percentage","0","units",,,29.036,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","1998","1998","PC","Percentage","0","units",,,34.917,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","1999","1999","PC","Percentage","0","units",,,38.133,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","2000","2000","PC","Percentage","0","units",,,41.274,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","2001","2001","PC","Percentage","0","units",,,43.139,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","2002","2002","PC","Percentage","0","units",,,43.983,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","2003","2003","PC","Percentage","0","units",,,45.211,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","2004","2004","PC","Percentage","0","units",,,49.17,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","2005","2005","PC","Percentage","0","units",,,56.289,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","2008","2008","PC","Percentage","0","units",,,58.382,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","2009","2009","PC","Percentage","0","units",,,59.803,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","2010","2010","PC","Percentage","0","units",,,59.929,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","2011","2011","PC","Percentage","0","units",,,58.295,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","2012","2012","PC","Percentage","0","units",,,58.364,,
"KOR","Korea","RECYCLING_SHARE","% Recycling","2013","2013","PC","Percentage","0","units",,,58.653,,
"KOR","Korea","COMPST_SHARE","% Composting","1995","1995","PC","Percentage","0","units",,,0.659,,
"KOR","Korea","COMPST_SHARE","% Composting","2008","2008","PC","Percentage","0","units",,,1.415,,
"KOR","Korea","COMPST_SHARE","% Composting","2009","2009","PC","Percentage","0","units",,,1.34,,
"KOR","Korea","COMPST_SHARE","% Composting","2010","2010","PC","Percentage","0","units",,,0.591,,
"KOR","Korea","COMPST_SHARE","% Composting","2011","2011","PC","Percentage","0","units",,,0.84,,
"KOR","Korea","COMPST_SHARE","% Composting","2012","2012","PC","Percentage","0","units",,,0.733,,
"KOR","Korea","COMPST_SHARE","% Composting","2013","2013","PC","Percentage","0","units",,,0.416,,
"KOR","Korea","INC_WITH_SHARE","% Incineration with energy recovery","1995","1995","PC","Percentage","0","units",,,1.63,,
"KOR","Korea","INC_WITH_SHARE","% Incineration with energy recovery","2000","2000","PC","Percentage","0","units",,,6.614,,
"KOR","Korea","INC_WITH_SHARE","% Incineration with energy recovery","2002","2002","PC","Percentage","0","units",,,11.601,,
"KOR","Korea","INC_WITH_SHARE","% Incineration with energy recovery","2003","2003","PC","Percentage","0","units",,,12.159,"E","Estimated value"
"KOR","Korea","INC_WITH_SHARE","% Incineration with energy recovery","2004","2004","PC","Percentage","0","units",,,13.095,"E","Estimated value"
"KOR","Korea","INC_WITH_SHARE","% Incineration with energy recovery","2005","2005","PC","Percentage","0","units",,,14.316,,
"KOR","Korea","INC_WITH_SHARE","% Incineration with energy recovery","2008","2008","PC","Percentage","0","units",,,18.615,,
"KOR","Korea","INC_WITH_SHARE","% Incineration with energy recovery","2009","2009","PC","Percentage","0","units",,,18.514,,
"KOR","Korea","INC_WITH_SHARE","% Incineration with energy recovery","2010","2010","PC","Percentage","0","units",,,21.156,,
"KOR","Korea","INC_WITH_SHARE","% Incineration with energy recovery","2011","2011","PC","Percentage","0","units",,,22.194,,
"KOR","Korea","INC_WITH_SHARE","% Incineration with energy recovery","2012","2012","PC","Percentage","0","units",,,24.255,,
"KOR","Korea","INC_WITH_SHARE","% Incineration with energy recovery","2013","2013","PC","Percentage","0","units",,,23.614,,
"KOR","Korea","INC_WITHOUT_SHARE","% Incineration without energy recovery","1995","1995","PC","Percentage","0","units",,,2.395,,
"KOR","Korea","INC_WITHOUT_SHARE","% Incineration without energy recovery","2000","2000","PC","Percentage","0","units",,,5.103,,
"KOR","Korea","INC_WITHOUT_SHARE","% Incineration without energy recovery","2002","2002","PC","Percentage","0","units",,,2.888,,
"KOR","Korea","INC_WITHOUT_SHARE","% Incineration without energy recovery","2003","2003","PC","Percentage","0","units",,,2.324,"E","Estimated value"
"KOR","Korea","INC_WITHOUT_SHARE","% Incineration without energy recovery","2004","2004","PC","Percentage","0","units",,,1.351,"E","Estimated value"
"KOR","Korea","INC_WITHOUT_SHARE","% Incineration without energy recovery","2005","2005","PC","Percentage","0","units",,,1.704,,
"KOR","Korea","INC_WITHOUT_SHARE","% Incineration without energy recovery","2008","2008","PC","Percentage","0","units",,,1.257,,
"KOR","Korea","INC_WITHOUT_SHARE","% Incineration without energy recovery","2009","2009","PC","Percentage","0","units",,,1.738,,
"KOR","Korea","INC_WITHOUT_SHARE","% Incineration without energy recovery","2010","2010","PC","Percentage","0","units",,,0.429,,
"KOR","Korea","INC_WITHOUT_SHARE","% Incineration without energy recovery","2011","2011","PC","Percentage","0","units",,,1.523,,
"KOR","Korea","INC_WITHOUT_SHARE","% Incineration without energy recovery","2012","2012","PC","Percentage","0","units",,,0.772,,
"KOR","Korea","INC_WITHOUT_SHARE","% Incineration without energy recovery","2013","2013","PC","Percentage","0","units",,,1.692,,
"KOR","Korea","INC_SHARE","% Incineration","1990","1990","PC","Percentage","0","units",,,1.778,,
"KOR","Korea","INC_SHARE","% Incineration","1991","1991","PC","Percentage","0","units",,,1.623,,
